mSUSY,mLSP,dM_SUSY_LSP,upperLimit,expectedUpperLimit,expectedUpperLimitMinus1Sig,expectedUpperLimitPlus1Sig
350.0,0.0,350.00,4.468678,4.006136,2.80955,5.781203,2.089114e+00,8.199379e+00
400.0,0.0,400.00,3.907911,3.890156,2.721773,5.667068,2.001545e+00,8.108573e+00
500.0,0.0,500.00,2.561526,2.671023,1.899774,3.818033,1.434221e+00,5.343152e+00
600.0,0.0,600.00,2.210483,2.007988,1.414773,2.856337,1.065235e+00,3.991804e+00
700.0,0.0,700.00,1.711342,1.345937,0.9478325,1.927704,7.082813e-01,2.713606e+00
800.0,0.0,800.00,1.598533,1.332967,0.9387591,1.936269,6.906055e-01,2.759495e+00
