mSUSY,mLSP,dM_SUSY_LSP,upperLimit,expectedUpperLimit,expectedUpperLimitMinus1Sig,expectedUpperLimitPlus1Sig,,expectedUpperLimitMinus2Sig,expectedUpperLimitPlus2Sig
300.0,0.0,300.00,13.7389,11.52666,7.913589,17.33975,5.845197,26.53518
350.0,0.0,350.00,4.379903,3.947184,2.77948,5.708647,2.053491,8.10564
400.0,0.0,400.00,4.026907,3.852136,2.679215,5.619717,1.994167,8.012428
500.0,0.0,500.00,2.628514,2.597455,1.853909,3.698047,1.385288,5.169024
600.0,0.0,600.00,2.24868,1.945136,1.366496,2.78357,1.023877,3.902237
700.0,0.0,700.00,1.711589,1.27762,0.8970487,1.846301,0.6618423,2.613743
800.0,0.0,800.00,1.61621,1.282998,0.8963931,1.878122,0.6531629,2.701174
